id,cofips,P90_100,P95_100,P99_100,P995_100,P999_100,P9999_100,P90_P95,P95_P99,P99_P995,P995_P999,P999_P9999,P90,P95,P99,P995,P999,P9999,SP90_100,SP95_100,SP99_100,SP995_100,SP999_100,SP9999_100,SP90_SP95,SP95_SP99,SP99_SP995,SP995_SP999,SP999_SP9999,P0_P90,P0_P99,PCPI,nstar,taxpayers,TPTTY,cntyname,year,CPIURS_2015
1809300,18,220717.00,314542,817597,1250329,3352630,13747757,126892,188778,384865,724754,2197616,107918,153794,316536,484070,1297983,5322495,41,29,15,12,6,3,12,14,4,5,4,35721,46510,54221,3036239,2883701,164627904,Indiana,2005,1
1809400,18,227595.00,318718,858519,1315493,3543497,14625616,136473,183768,401545,758493,2312150,110327,122489,329944,505568,1361829,5620886,41,29,16,12,6,3,12,13,4,6,4,35894,46948,55064,3078754,2969013,169528608,Indiana,2006,1
1809500,18,233535.00,329759,880214,1343461,3586048,14609787,137310,192146,416967,782814,2361188,113778,128597,343259,523912,1398459,5697411,41,29,15,12,6,3,12,13,4,5,4,37413,48710,57025,3066238,3243323,174853072,Indiana,2007,1
1809600,18,206833.00,282763,697484,1028981,2538157,9236400,130904,179083,365987,651687,1793908,108980,124138,306206,451739,1114291,4054925,40,27,14,10,5,2,13,14,4,5,3,34181,44920,51446,3122929,3019320,160661648,Indiana,2008,1
1809700,18,196213.00,263163,633797,925445,2228822,7837910,129262,170505,342150,599600,1605590,105947,119443,287665,420036,1011607,3557432,41,28,13,10,5,2,14,14,4,5,3,31046,41641,47563,3132719,2951362,149000416,Indiana,2009,1
1809800,18,203230.00,276849,685635,1032073,2685723,10730316,129610,174653,339197,618660,1791879,106797,120869,281088,423116,1070123,4275481,41,28,14,11,5,2,13,14,3,5,3,32013,42706,49135,3164633,2981543,155493568,Indiana,2010,1
1809900,18,203009.00,278008,685267,1033493,2703964,11031080,128010,176193,337041,615875,1778729,106138,122118,279047,420848,1052878,4295314,42,29,14,11,6,2,13,14,3,5,3,31629,42338,48767,3240423,3018318,158025296,Indiana,2011,1
1810000,18,217458.00,305980,800679,1231725,3360511,14191021,128936,182306,369633,699529,2157120,107814,124522,303150,466350,1258147,5312999,43,30,16,12,7,3,13,14,4,5,4,32538,43458,51030,3275611,3029600,167155152,Indiana,2012,1
1810100,18,210378.00,292806,718540,1079089,2796105,11085164,127949,186372,357992,649835,1875099,108529,130384,296992,446017,1123507,4454145,41,28,14,10,5,2,12,14,3,5,3,34006,44907,51643,3207300,3047720,165634784,Indiana,2013,1
1810200,18,216646.00,304856,764180,1159083,3080246,12567418,128436,190025,369278,678792,2026116,109574,132607,304909,462476,1199261,4892990,42,30,15,11,6,2,13,15,4,5,4,32863,44040,51241,3342841,3078750,171290240,Indiana,2014,1
1810300,18,223163.00,316336,804275,1224268,3273426,13393757,129989,194351,384281,711978,2148945,111413,135566,316756,482166,1270417,5198119,41,29,15,11,6,2,12,14,4,5,4,35292,46501,54079,3342841,3104540,180777328,Indiana,2015,1
1900500,19,60016.00,86036,173924,240581,528726,1380995,33995,64064,107267,168545,434030,20653,46391,94437,125126,273967,924724,35,25,10,7,3,1,10,15,3,4,2,12261,15452,17037,984142,114970,16766601,Iowa,1917,17
1900600,19,69393.00,94347,179062,238010,478461,1179762,44439,73168,120114,177897,400539,32023,58436,110767,136510,265110,732964,43,30,11,7,3,1,14,18,4,4,2,10027,14316,15963,980611,118933,15653851,Iowa,1918,14
1900700,19,67231.00,90765,181579,242343,468742,1077627,43698,68061,120814,185744,401088,29259,54266,104543,141651,283043,738892,43,29,12,8,3,1,14,17,4,5,2,9969,14019,15695,989974,133796,15537685,Iowa,1919,13
1900800,19,59588.00,83262,177379,233709,411733,855841,35914,59733,121050,189203,362388,30464,44486,103035,144541,273201,583718,53,37,16,10,4,1,16,21,5,7,3,5767,9470,11149,1005263,183398,11207541,Iowa,1920,11
1900900,19,41138.00,57100,119682,167009,344737,829603,25176,41454,72355,122577,290863,14094,31192,61824,88066,200671,556153,44,30,13,9,4,1,13,18,4,5,3,5897,8307,9421,1015385,111483,9566159,Iowa,1921,12
1901000,19,46528.00,61726,127332,180371,397266,1060237,31330,45325,74293,126147,323602,27377,35120,63543,89309,211038,655397,43,29,12,8,4,1,14,17,3,5,3,6855,9645,10822,1019890,131870,11037411,Iowa,1922,13
1901100,19,46131.00,62170,128642,183452,410079,1190491,30093,45552,73832,126795,323367,25625,35396,62476,90099,213577,618902,38,26,11,8,3,1,12,15,3,4,2,8334,10937,12114,1027676,135864,12449303,Iowa,1923,13
1901200,19,40869.00,60246,133181,190801,433741,1156007,21492,42012,75561,130066,353489,13962,30281,66819,91263,221147,730263,34,25,11,8,4,1,9,14,3,4,3,8930,10901,12124,1037522,110404,12579176,Iowa,1924,13
1901300,19,32434.00,55112,143813,211484,514892,1772053,9756,32937,76143,135632,375207,7653,13056,63681,94025,234337,817686,26,22,11,8,4,1,4,10,3,4,3,10459,11332,12657,1043002,50379,13201166,Iowa,1925,12
1901400,19,32666.00,55768,143997,209143,490180,1525624,9564,33710,78851,138883,375130,7484,12830,65714,97524,232384,790678,26,22,11,8,4,1,4,11,3,4,3,10501,11391,12718,1046817,49476,13312935,Iowa,1926,12
1901500,19,31631.00,54266,142132,215312,525368,1764792,8997,32299,68953,137797,387654,7023,12101,67548,86417,244287,818331,24,21,11,8,4,1,3,10,3,4,3,10928,11694,12998,1050967,45349,13660840,Iowa,1927,13
1901600,19,36578.00,64862,191078,295803,857143,4520524,8293,33308,86354,155468,450100,6368,11350,71555,106700,265793,1024283,27,24,14,11,6,3,3,10,3,5,3,11218,11963,13754,1053388,40789,14488673,Iowa,1928,13
1901700,19,36396.00,63814,175235,258339,643747,2456006,8977,35959,92130,161987,442385,6932,12214,77516,113388,272501,1032505,26,22,12,9,5,2,3,10,3,5,3,11795,12629,14255,1053674,45740,15020040,Iowa,1929,13
1901800,19,30796.00,53198,144412,207149,473782,1521296,8393,30395,81676,140491,357392,6530,11329,69322,99471,232059,755141,25,22,12,8,4,1,3,10,3,5,3,10204,10928,12263,1054175,41131,12927207,Iowa,1930,13
1901900,19,25055.00,42712,122472,172683,383235,1198040,7398,22772,72262,120045,292701,5795,9914,62383,86883,192779,624619,25,21,12,9,4,1,4,9,4,5,3,8453,8979,10114,1063634,31495,10757122,Iowa,1931,14
1902000,19,26341.00,41108,94683,128019,276429,790100,11573,27715,61348,90916,219354,9469,14802,55275,67699,144786,486994,32,25,11,8,3,1,7,13,4,4,2,6250,7386,8259,1071757,46006,8851642,Iowa,1932,16
1902100,19,25176.00,39196,95443,130863,288682,855796,11157,25134,60023,91408,225669,9142,14248,52404,65989,147123,476551,33,26,13,9,4,1,7,13,4,5,3,5595,6665,7553,1079397,42728,8152580,Iowa,1933,17
1902200,19,28176.00,44306,109767,153776,329414,876158,12046,27941,65757,109867,268665,9846,15616,57261,79369,178157,570529,36,28,14,10,4,1,8,14,4,6,3,5585,6815,7844,1087579,49558,8531245,Iowa,1934,16
1902300,19,31694.00,50154,120625,169486,368941,1040187,13235,32536,71763,119623,294358,10793,17271,61850,87776,193116,594832,26,21,10,7,3,1,6,11,3,4,2,9822,10912,12009,1096522,59398,13168068,Iowa,1935,16
1902400,19,36581.00,58720,144122,208983,470951,1217035,14441,37370,79261,143491,388053,11698,19003,67451,99692,250561,785382,34,27,13,10,4,1,7,14,4,5,3,7894,9416,10763,1104893,68901,11891606,Iowa,1936,16
1902500,19,36179.00,57771,135852,193972,434150,1178099,14586,38251,77732,133927,351489,11830,19044,66201,95022,226238,747699,27,21,10,7,3,1,5,11,3,4,2,11128,12398,13633,1113055,74297,15174160,Iowa,1937,15
1902600,19,35311.00,55572,124474,175529,371264,962739,15050,38347,73418,126595,305544,12301,19507,62998,91495,206148,630827,29,23,10,7,3,1,6,13,3,4,2,9434,10886,12022,1123258,76652,13503358,Iowa,1938,15
1902700,19,41096.00,63592,140361,195570,414972,1074252,18600,44400,85152,140719,341719,14599,31334,73734,101864,232631,659914,33,25,11,8,3,1,7,14,3,4,2,9459,11333,12623,1134007,96537,14314444,Iowa,1939,16
1902800,19,51436.00,68416,149252,210445,448641,1186619,34456,48207,88060,150896,366643,30639,38177,75086,109424,251365,701666,39,26,11,8,3,1,13,15,3,5,3,8828,11714,13089,1146462,254910,15006024,Iowa,1940,16
1902900,19,56911.00,78199,172915,243643,531658,1538466,35623,54519,102187,171639,419791,31469,42342,87768,124099,281874,868259,38,26,11,8,4,1,12,15,3,5,3,10384,13442,15036,1141003,433720,17156498,Iowa,1941,15
1903000,19,65504.00,88600,187671,262039,561692,1518553,42408,63833,113303,187126,455374,36906,49820,98128,136170,306804,969388,36,24,10,7,3,1,12,14,3,4,2,13186,16708,18418,1136747,642394,20936554,Iowa,1942,13
1903100,19,71388.00,97831,208492,291859,634895,1869535,44945,70166,125124,206100,497712,39611,52600,108748,150003,340784,1001247,34,23,10,7,3,1,11,13,3,4,2,15328,19039,20934,1135670,746273,23773956,Iowa,1943,13
1903200,19,69276.00,96128,203132,287219,597849,1619230,42424,69377,119046,209561,484363,36706,51389,102126,145213,325841,940294,37,26,11,8,3,1,11,15,3,4,2,13191,16937,18799,1132344,782428,21287156,Iowa,1944,12
1903300,19,74173.00,101164,215460,301382,615910,1574143,47183,72590,129537,222750,509440,41308,56411,111396,165160,356307,1073542,37,25,11,7,3,1,12,14,3,4,2,14142,18172,20145,1127617,837040,22715840,Iowa,1945,12
1903400,19,80776.00,111867,235317,322780,656129,1647174,49684,81004,147855,239443,546012,43409,59737,126916,177257,385477,1157210,34,24,10,7,3,1,10,14,3,4,2,17405,21605,23742,1121988,916945,26638486,Iowa,1946,11
1903500,19,81270.00,112317,225215,301214,591512,1554780,50223,84092,149215,228640,484482,43536,60888,131218,175633,351585,1007225,38,27,11,7,3,1,12,16,4,4,2,14457,19077,21138,1126014,948755,23802028,Iowa,1947,10
1903600,19,79732.00,110098,223956,302682,601119,1532215,49366,81634,145229,228073,497664,43701,61858,127565,174613,357203,1015515,30,20,8,6,2,1,9,12,3,3,2,21108,24981,26970,1127620,923294,30412390,Iowa,1948,9
1903700,19,75976.00,103747,219001,302444,597222,1456015,48205,74933,135558,228750,501801,42014,57889,117740,171451,368832,933000,34,23,10,7,3,1,11,13,3,4,2,16713,20656,22640,1129043,954663,25561084,Iowa,1949,9
1903800,19,83973.00,117792,256359,350960,716520,2053751,50153,83151,161757,259570,567939,44335,61111,140143,194522,402746,1131634,32,22,10,7,3,1,10,13,3,4,2,19979,24056,26379,1133804,938132,29908148,Iowa,1950,9
1903900,19,75153.00,101511,214818,289774,547700,1267546,48796,73184,139862,225292,467718,45119,53924,119479,169177,342299,842151,29,19,8,6,2,0,9,11,3,3,2,20601,24150,26056,1130267,953011,29450454,Iowa,1951,8
1904000,19,75042.00,95974,204416,280464,562134,1413662,54111,68863,128369,210047,467519,46009,51613,111645,158268,346407,947749,28,18,8,5,2,1,10,10,2,3,2,21231,24817,26613,1126682,956125,29983856,Iowa,1952,8
1904100,19,77553.00,100517,208678,284385,549582,1444701,54589,73477,132970,218086,450124,47887,55296,113633,167157,331803,919533,31,20,8,6,2,1,11,12,3,3,2,19542,23491,25343,1122248,960696,28441382,Iowa,1953,8
1904200,19,81059.00,107500,218882,297495,587459,1435692,54619,79655,140270,225004,493210,48830,61473,119986,172722,370396,1013556,29,19,8,5,2,1,10,12,3,3,2,21653,25661,27594,1118736,949318,30869884,Iowa,1954,8
1904300,19,83584.00,111335,242976,331396,663325,1806458,55834,78424,154556,248414,536311,50313,58119,131377,190418,402775,1105570,31,21,9,6,2,1,11,12,3,4,2,20248,24396,26582,1115084,968399,29640772,Iowa,1955,8
1904400,19,81385.00,111152,232774,324478,660613,1773233,51618,80746,141071,240444,536988,45116,61811,121426,179078,411611,1107914,29,20,8,6,2,1,9,12,3,3,2,21851,25734,27805,1111298,959867,30899348,Iowa,1956,8
1904500,19,85083.00,113089,231965,321183,619565,1564848,57076,83370,142747,246588,514533,51820,65130,123015,176745,395175,972587,29,19,8,5,2,1,10,11,2,3,2,23328,27459,29504,1107638,953282,32679604,Iowa,1957,8
1904600,19,89685.00,118198,240573,324134,629070,1575678,61172,87605,157012,247900,523891,56272,70706,138009,191390,406091,982696,31,20,8,6,2,1,11,12,3,3,2,22345,26943,29079,1102228,947704,32051638,Iowa,1958,8
1904700,19,96162.00,127787,264337,365258,698525,1719643,64538,93650,163415,281942,585067,58732,73950,139787,211666,447312,1081275,32,21,9,6,2,1,11,12,3,4,2,22908,27868,30233,1096597,957416,33153492,Iowa,1959,7
1904800,19,96052.00,127529,263268,356584,679892,1788441,64575,93594,169952,275757,556719,59010,73676,145768,211332,420096,1114694,32,21,9,6,2,1,11,12,3,4,2,22887,27850,30204,1089797,957124,32915908,Iowa,1960,7
1904900,19,101313.00,135625,285767,394445,782814,2071649,67001,98089,177089,297352,639610,60096,77690,151705,226976,481423,1295863,32,21,9,6,2,1,11,12,3,4,2,24125,29279,31844,1098143,950287,34969224,Iowa,1961,7
1905000,19,100119.00,131990,264715,360037,684035,1785799,68247,98809,169393,279038,561617,60477,78986,146998,212982,424892,1104871,31,20,8,6,2,1,11,12,3,3,2,24682,29878,32226,1105181,947277,35615556,Iowa,1962,7
1905100,19,102115.00,133390,264693,360401,672660,1667440,70840,100565,168985,282336,562129,64165,80804,150681,206930,438780,1092609,30,20,8,5,2,0,10,12,2,3,1,26391,31632,33963,1111128,959690,37737228,Iowa,1963,7
1905200,19,113345.00,149705,312897,419559,804422,2327420,76984,108907,206235,323343,635200,68654,83241,178132,259530,493155,1388727,32,21,9,6,2,1,11,12,3,4,2,26684,32547,35350,1116504,966545,39468748,Iowa,1964,7
1905300,19,122642.00,163464,343962,461964,862100,3311429,81820,118340,225961,361930,589952,74345,89410,194371,278664,415844,1625324,32,21,9,6,2,1,11,12,3,4,1,29206,35465,38550,1120308,991041,43187584,Iowa,1965,7
1905400,19,126405.00,167544,338729,454195,859883,2907871,85267,124747,223263,352773,632329,77579,99696,197940,265337,434293,1344403,31,21,8,6,2,1,10,12,3,3,1,31212,37721,40731,1123011,1032484,45741492,Iowa,1966,7
1905500,19,126235.00,170016,351375,466528,914627,2541529,82454,124676,236222,354503,733860,72755,98730,210792,279720,534090,1396542,31,21,9,6,2,1,10,12,3,4,2,30954,37342,40482,1124932,1041285,45539324,Iowa,1967,7
1905600,19,132140.00,176181,364411,504115,1045672,3142242,88099,129124,224707,368726,812720,78296,105141,200371,290160,640902,1676798,32,21,9,6,2,1,11,12,3,4,2,31901,38668,41925,1125795,1054286,47199272,Iowa,1968,6
1905700,19,132147.00,172570,349642,485214,1038526,4144645,91724,128302,214070,346886,693401,82097,101909,184920,271052,474348,1476806,31,20,8,6,2,1,11,12,2,3,1,33148,39951,43048,1126375,1062733,48487884,Iowa,1969,6
1905800,19,127360.00,164681,318531,422471,800050,2100373,90039,126218,214591,328077,655569,82233,99983,187513,262031,488045,1230466,30,19,7,5,2,0,11,12,3,3,1,33062,39704,42492,1129031,1029207,47974600,Iowa,1970,6
1905900,19,129459.00,168374,338472,465714,937857,3229877,90545,125849,211230,347678,683188,82846,102643,182063,273408,488120,1317773,31,20,8,6,2,1,11,12,3,3,1,32247,38973,41968,1145215,1025399,48062620,Iowa,1971,5
1906000,19,143140.00,187604,380889,520986,1112971,4128137,98675,139283,240791,372990,777952,90606,114486,212365,291920,567738,1803861,31,21,8,6,2,1,11,12,3,3,2,34671,42130,45518,1159463,1054887,52776220,Iowa,1972,5
1906100,19,154231.00,203595,397008,527505,1015854,2923871,104867,155242,266511,405418,803852,93988,123448,237354,317215,604829,1654681,30,20,8,5,2,1,10,12,3,3,1,39118,47131,50629,1172603,1100811,59368144,Iowa,1973,5
1906200,19,154829.00,204465,391466,520459,1011425,2719488,105193,157714,262473,397718,821640,93338,123873,232892,312382,602959,1291933,33,22,8,6,2,1,11,14,3,3,2,34151,42732,46219,1185494,1113461,54792180,Iowa,1974,4
1906300,19,147539.00,192506,375182,478902,909505,2197879,102572,146838,271461,371252,766352,91688,118177,225598,293843,554798,868460,32,21,8,5,2,0,11,13,3,3,2,34292,42287,45616,1199483,1106216,54715920,Iowa,1975,4
1906400,19,148261.00,193699,368862,489676,935526,2291364,102823,149909,248048,378213,784878,93297,118388,225517,312222,601147,1456575,33,21,8,5,2,1,11,13,3,3,2,34213,42353,45618,1213294,1134034,55348176,Iowa,1976,4
1906500,19,147857.00,191754,372873,486206,925169,2235469,103961,146474,259540,376465,779580,94926,119986,218551,299975,599496,1396904,32,21,8,5,2,0,11,13,3,3,2,35219,43186,46483,1228045,1153835,57082960,Iowa,1977,4
