id,cofips,P90_100,P95_100,P99_100,P995_100,P999_100,P9999_100,P90_P95,P95_P99,P99_P995,P995_P999,P999_P9999,P90,P95,P99,P995,P999,P9999,SP90_100,SP95_100,SP99_100,SP995_100,SP999_100,SP9999_100,SP90_SP95,SP95_SP99,SP99_SP995,SP995_SP999,SP999_SP9999,P0_P90,P0_P99,PCPI,nstar,taxpayers,TPTTY,cntyname,year,CPIURS_2015
2609800,26,216703.00,298588,759256,1189850,3457196,16841154,134819,183421,328662,623013,1970090,110116,124062,267166,418682,1079863,5260371,48,33,17,13,8,4,15,16,4,6,4,26001,37857,45071,5069159,4606814,228472272,Michigan,2010,1
2609900,26,216251.00,300044,745432,1142882,3144462,13835309,132459,188697,347982,642486,1956590,110208,130454,285853,438264,1121181,4933082,48,33,16,13,7,3,15,17,4,6,4,26308,38230,45302,5119010,4676744,231902016,Michigan,2011,1
2610000,26,243111.00,351745,973481,1561014,4786733,24261503,134476,196311,385947,754585,2622870,112751,131675,310287,497558,1412668,7160091,50,36,20,16,10,5,14,16,4,6,5,26604,38909,48254,5079439,4631040,245104528,Michigan,2012,1
2610100,26,230381.00,326752,834998,1294194,3679848,16889687,134010,199691,375801,697780,2212088,113468,138558,307104,475992,1244555,5712232,49,35,18,14,8,4,14,17,4,6,4,26330,38773,46735,5196495,4656840,242860064,Michigan,2013,1
2610200,26,237819.00,341198,884576,1372852,3903661,17661095,134440,205354,396299,740150,2375057,114446,142919,323650,502301,1344633,6083443,49,35,18,14,8,4,14,17,4,6,4,27485,40073,48518,5237789,4685320,254129216,Michigan,2014,1
2610300,26,243346.00,350656,917701,1431943,4137205,19245851,136035,208895,403459,755627,2458467,116121,145649,328649,512811,1375083,6396743,47,34,18,14,8,4,13,16,4,6,4,30266,42825,51574,5237789,4717510,270132032,Michigan,2015,1
2700500,27,60303.00,93295,247451,394627,1126120,3560664,27310,54756,100275,211754,855615,17749,38705,82389,127701,448828,2018255,34,26,14,11,6,2,8,12,3,5,4,12903,15322,17643,857345,80009,15126059,Minnesota,1917,17
2700600,27,55652.00,82929,201573,307048,826022,2907796,28375,53268,96097,177305,594714,15641,39307,80092,118519,342534,1429037,34,25,12,9,5,2,9,13,3,4,3,12130,14613,16482,862809,84515,14220987,Minnesota,1918,14
2700700,27,55064.00,80169,201323,299219,761356,2363307,29959,49880,103427,183684,583362,25440,35850,87493,125694,341473,1354028,34,25,12,9,5,1,9,12,3,5,3,11834,14287,16157,879755,123914,14214207,Minnesota,1919,13
2700800,27,48855.00,69837,176858,260021,606168,1664594,27874,43082,93694,173484,488566,24099,31120,77794,116854,304929,1032977,37,27,14,10,5,1,11,13,4,5,3,9062,11387,13042,902272,154118,11767109,Minnesota,1920,11
2700900,27,46136.00,64265,156190,229716,530843,1339519,28007,41284,82664,154435,440991,23374,30568,68000,103433,277998,916752,41,28,14,10,5,1,12,15,4,5,3,7515,9914,11377,916938,124501,10432231,Minnesota,1921,12
2701000,27,50598.00,72754,180957,271006,656627,1761972,28441,45704,90907,174601,533811,16658,33649,74298,114080,319460,1202391,39,28,14,10,5,1,11,14,3,5,4,8815,11297,12994,926647,122885,12040404,Minnesota,1922,13
2701100,27,50870.00,73875,176322,266019,644828,1835217,27866,48263,86626,171316,512562,22931,36523,70396,110113,315888,1148540,35,26,12,9,4,1,10,13,3,5,3,10415,12826,14461,939439,134360,13584796,Minnesota,1923,13
2701200,27,52263.00,75124,182972,280719,718903,2043094,29402,48162,85225,171173,571771,23839,36533,70533,106856,354292,1265634,36,26,13,10,5,1,10,13,3,5,4,10181,12686,14389,954248,128237,13730757,Minnesota,1924,13
2701300,27,48229.00,79754,205197,316681,806019,2316589,16704,48393,93713,194347,638178,10533,28328,76085,118614,385114,1349215,32,27,14,11,5,2,6,13,3,5,4,11235,13013,14934,965163,71291,14414143,Minnesota,1925,12
2701400,27,46864.00,79966,219194,330423,814851,2406219,13763,45158,107965,209316,638032,9419,25571,87479,137135,384469,1409110,31,27,15,11,5,2,5,12,4,6,4,11370,12856,14919,974625,64227,14540675,Minnesota,1926,12
2701500,27,47584.00,82184,233685,356724,910951,3086615,12985,44308,110645,218167,669210,9187,24799,89203,141792,413148,1495600,31,27,15,12,6,2,4,12,4,6,4,11558,12953,15161,984481,61439,14925277,Minnesota,1927,13
2701600,27,54642.00,96386,293696,465951,1344254,5522609,12898,47058,121440,246376,879993,9048,25491,97010,154386,475410,2503560,34,30,18,15,8,3,4,12,4,6,5,11650,13144,15950,992792,60752,15834627,Minnesota,1928,13
2701700,27,53969.00,95123,281677,437357,1160316,3903818,12815,48485,125997,256617,855482,9020,25670,102257,161241,489897,1996477,33,29,17,13,7,2,4,12,4,6,5,12264,13755,16435,999144,61809,16420431,Minnesota,1929,13
2701800,27,44570.00,77629,208084,306800,723781,2206054,11511,45016,109367,202555,559084,8918,15607,90316,137619,360525,1237645,30,26,14,10,5,2,4,12,4,6,3,11357,12724,14678,1005740,59045,14762268,Minnesota,1930,13
2701900,27,40023.00,68510,178631,257664,574302,1587037,11536,40979,99597,178505,461775,9016,15498,82838,123579,309886,975217,31,27,14,10,4,1,4,13,4,6,3,9817,11163,12838,1023339,55025,13137595,Minnesota,1931,14
2702000,27,36402.00,58400,144968,209265,479967,1309201,14404,36758,80670,141590,387830,11628,18692,67879,99782,238882,806399,32,26,13,9,4,1,6,13,4,5,3,8429,9875,11226,1039868,64883,11673825,Minnesota,1932,16
2702100,27,36311.00,58058,148489,216854,522410,1596573,14565,35450,80123,140465,403058,11779,18865,67455,97711,239081,869495,36,29,15,11,5,2,7,14,4,6,4,7271,8778,10175,1056130,62169,10745831,Minnesota,1933,17
2702200,27,40363.00,65480,167458,245419,561153,1509905,15246,39986,89497,166485,455736,12270,20097,74422,114501,292748,946071,36,29,15,11,5,1,7,14,4,6,4,8008,9665,11243,1073128,68605,12065637,Minnesota,1934,16
2702300,27,43206.00,70563,183094,269523,619557,1661472,15849,42430,96666,182014,503788,12556,24794,78461,123130,320035,1082354,31,26,13,10,4,1,6,12,3,5,3,10567,12122,13831,1091095,73352,15091276,Minnesota,1935,16
2702400,27,53476.00,88183,239822,359668,842057,2212866,18770,50273,119977,239071,689744,13986,28099,96853,156133,432718,1438367,38,31,17,13,6,2,7,14,4,7,4,9810,11897,14177,1108714,87179,15717907,Minnesota,1936,16
2702500,27,51164.00,80619,206326,305711,711900,1940084,21710,49192,106941,204164,575435,15673,33289,88528,134866,367767,1208859,33,26,13,10,5,1,7,13,3,5,3,11408,13455,15383,1126343,108669,17326842,Minnesota,1937,15
2702600,27,47695.00,74060,178815,260558,598348,1811090,21329,47871,97072,176110,463599,15695,33538,80169,120838,301222,1066255,34,26,13,9,4,1,8,14,3,5,3,10344,12415,14079,1146273,108573,16137984,Minnesota,1938,15
2702700,27,54001.00,81157,194912,284252,659447,1982307,26846,52718,105572,190454,512462,17975,37496,88598,131570,324785,1099863,37,27,13,10,4,1,9,14,4,5,3,10405,12945,14765,1167021,131441,17230816,Minnesota,1939,16
2702800,27,60719.00,82987,200378,292479,670578,1987619,38450,53639,108278,197954,524240,35579,43631,90842,135287,342864,1133811,42,29,14,10,5,1,13,15,4,5,3,9400,12655,14532,1189808,304729,17289982,Minnesota,1940,16
2702900,27,63490.00,87743,213614,313326,722576,2160331,39236,56276,113902,211014,562825,35524,46686,95105,143908,369605,1244219,40,28,13,10,5,1,12,14,4,5,3,10657,13944,15940,1189249,510543,18957024,Minnesota,1941,15
2703000,27,65046.00,91168,221964,328968,776379,2391555,38924,58469,114960,217116,596915,33927,46485,95195,145339,386238,1346920,35,25,12,9,4,1,11,13,3,5,3,13168,16299,18356,1189922,720698,21841700,Minnesota,1942,13
2703100,27,71782.00,98806,234434,343380,771531,2040190,44758,64899,125488,236343,630569,39786,48849,103939,159899,422032,1347580,35,24,12,8,4,1,11,13,3,5,3,14641,18193,20355,1193921,871233,24302548,Minnesota,1943,13
2703200,27,68880.00,100128,241600,353792,789948,2258824,37631,64761,129408,244753,626739,31849,46727,107751,170441,413917,1312731,35,25,12,9,4,1,10,13,3,5,3,14185,17413,19655,1195558,897451,23498442,Minnesota,1944,12
2703300,27,81898.00,115867,282780,414049,938344,2985358,47928,74139,151512,282975,710898,41270,54786,124243,197608,487038,1581702,39,27,13,10,4,1,11,14,4,5,3,14523,18619,21260,1195701,992060,25421094,Minnesota,1945,12
2703400,27,84357.00,121485,289696,414155,906230,2790001,47229,79432,165238,291136,696922,41036,55814,136087,213034,490163,1573729,36,26,12,9,4,1,10,13,4,5,3,16787,20856,23544,1194863,1080195,28132014,Minnesota,1946,11
2703500,27,81186.00,112735,258494,364874,791607,2457614,49638,76295,152113,258191,606495,42957,60294,130149,187289,426157,1302194,35,25,11,8,3,1,11,13,3,4,2,16481,20573,22952,1204322,1113143,27641332,Minnesota,1947,10
2703600,27,82477.00,117296,276077,392877,866106,2633408,47658,77601,159277,274570,669739,42015,54872,134776,197175,452256,1612619,33,23,11,8,3,1,10,12,3,4,2,18621,22471,25007,1211240,1066112,30289256,Minnesota,1948,9
2703700,27,78514.00,108574,253130,362373,782898,2283625,48454,72435,143887,257242,616151,41995,58560,122202,182530,417641,1357134,34,23,11,8,3,1,10,12,3,4,2,17274,21077,23398,1217999,1064193,28498504,Minnesota,1949,9
2703800,27,86751.00,120282,294958,427730,959327,3083876,53221,76613,162186,294830,723266,47604,53845,136148,202402,491586,1623116,34,24,12,8,4,1,10,12,3,5,3,18760,22838,25559,1228410,1076359,31397166,Minnesota,1950,9
2703900,27,80653.00,109282,251141,355133,747178,2029256,52023,73818,147148,257122,604725,47081,52687,122476,180995,406033,1197736,31,21,10,7,3,1,10,11,3,4,2,20323,24085,26356,1234975,1082642,32548612,Minnesota,1951,8
2704000,27,84471.00,112646,259131,370293,827194,2626472,56295,76025,147970,256067,627275,51205,55399,124869,183455,430542,1361486,32,22,10,7,3,1,11,12,3,4,2,19648,23777,26131,1241510,1114900,32441444,Minnesota,1952,8
2704100,27,81129.00,115369,261596,368373,785282,2528865,46889,78812,154819,264145,591551,40124,57373,129928,190537,405848,1518210,30,21,10,7,3,1,9,12,3,4,2,21144,24774,27142,1247123,1136124,33849740,Minnesota,1953,8
2704200,27,83757.00,119520,272838,384807,825816,2319370,47994,81191,160869,274555,659865,41114,59460,133196,198494,452662,1459740,30,22,10,7,3,1,9,12,3,4,2,21565,25309,27784,1253776,1109306,34834828,Minnesota,1954,8
2704300,27,93305.00,133264,308859,432861,936281,2935804,53345,89366,184856,307006,714112,45686,65548,157557,229707,492621,1679567,31,22,10,7,3,1,9,12,3,4,2,22565,26818,29639,1260294,1137958,37353440,Minnesota,1955,8
2704400,27,98468.00,137753,306158,431578,959919,2848684,59183,95652,180739,299493,750056,51160,71766,155059,228611,507129,1605660,32,23,10,7,3,1,10,13,3,4,2,22815,27594,30380,1266679,1148791,38481804,Minnesota,1956,8
2704500,27,99163.00,133453,291632,411851,901191,3014854,64873,93908,171414,289516,666339,58244,75472,147424,215496,469077,1494766,33,22,10,7,3,1,11,12,3,4,2,22866,27858,30496,1273226,1156436,38828396,Minnesota,1957,8
2704600,27,100643.00,136269,296826,413174,895136,3010311,65016,96130,180477,292684,660117,58707,74005,152749,225840,485006,1486808,33,22,10,7,3,1,11,13,3,4,2,22963,28043,30731,1277765,1141280,39267360,Minnesota,1958,8
2704700,27,107008.00,145555,318434,444031,975832,3224114,68461,102335,192838,311080,726023,63205,80733,162402,241085,490946,1667390,33,23,10,7,3,1,11,13,3,4,2,23863,29286,32178,1282031,1160340,41253124,Minnesota,1959,7
2704800,27,108552.00,147448,326481,465457,1037871,3719493,69656,102690,187505,322353,739913,62319,82883,160982,235170,523554,1786638,33,22,10,7,3,1,11,12,3,4,2,24782,30196,33159,1284898,1155488,42605400,Minnesota,1960,7
2704900,27,114024.00,155542,347594,494907,1108170,3804316,72506,107529,200282,341591,808598,66448,83556,174217,256140,560492,1915051,33,23,10,7,3,1,11,13,3,4,2,25479,31169,34333,1306178,1176442,44845436,Minnesota,1961,7
2705000,27,112942.00,151607,329197,464735,1000618,3453094,74276,107210,193660,330764,728120,67937,83871,168560,242957,525136,1705671,32,22,9,7,3,1,11,12,3,4,2,26197,31898,34871,1326164,1191577,46244932,Minnesota,1962,7
2705100,27,116375.00,155958,337297,478971,1069515,4076564,76793,110623,195622,331335,735399,69544,88369,169777,245341,545306,1752864,32,21,9,7,3,1,11,12,3,4,2,27393,33251,36291,1345080,1209600,48814800,Minnesota,1963,7
2705200,27,125201.00,167535,374646,522155,1176531,4550413,82866,115757,227137,358561,801655,74112,87125,191740,266439,536458,2596045,34,23,10,7,3,1,11,12,3,4,2,27369,33743,37152,1363531,1223068,50658076,Minnesota,1964,7
2705300,27,130267.00,175622,398336,567953,1343051,5311250,84911,119944,228719,374179,902140,77398,91091,198743,275579,561481,2176321,33,22,10,7,3,1,11,12,3,4,2,30018,36424,40043,1380264,1264813,55269756,Minnesota,1965,7
2705400,27,133047.00,180698,405307,583192,1401116,6369751,85397,124545,227422,378711,849046,80098,93571,195440,280055,538292,2259603,32,22,10,7,3,2,10,12,3,4,2,31599,38072,41744,1395820,1319458,58267244,Minnesota,1966,7
2705500,27,141105.00,194348,428496,601299,1357667,4750552,87862,135811,255693,412206,980680,76783,106376,222512,311620,653921,2537914,32,22,10,7,3,1,10,13,3,4,2,32609,39570,43459,1410561,1339147,61301336,Minnesota,1967,7
2705600,27,147552.00,199812,452533,648095,1498620,5736477,95291,136632,256972,435463,1027748,84182,114511,218311,329179,699923,3164265,32,22,10,7,3,1,10,12,3,4,2,34419,41623,45732,1424116,1377018,65128032,Minnesota,1968,6
2705700,27,149054.00,200024,450795,653879,1621689,7132719,98084,137331,247711,411927,1009352,88778,107404,209705,316673,669960,2747565,32,21,10,7,3,2,11,12,3,4,2,35142,42450,46533,1437439,1419059,66888416,Minnesota,1969,6
2705800,27,143054.00,189321,388765,533844,1186246,4444660,96788,139459,243687,370743,824200,88926,110107,209926,293592,574659,2033715,31,20,8,6,3,1,10,12,3,3,2,35743,43017,46475,1453559,1389365,67553480,Minnesota,1970,6
2705900,27,144854.00,189235,393243,537953,1144893,4033926,100472,138234,248533,386218,823889,90414,113963,218588,298350,593773,2026867,31,20,9,6,2,1,11,12,3,3,2,35212,42671,46176,1489729,1385418,68790224,Minnesota,1971,5
2706000,27,151989.00,199758,422163,586811,1310438,5140345,104219,144157,257516,405904,884893,93095,122564,225465,314820,635264,2760270,32,21,9,6,3,1,11,12,3,3,2,36256,44049,47830,1523948,1437956,72890000,Minnesota,1972,5
2706100,27,156112.00,203835,404312,547238,1174785,3780218,108389,153715,261386,390351,885292,97874,124801,230983,313919,626552,1721899,30,20,8,5,2,1,11,12,3,3,2,39580,47667,51233,1557248,1496117,79783024,Minnesota,1973,5
2706200,27,154217.00,202709,383912,508055,976742,2587664,105725,157408,259768,390883,797751,94011,124190,230989,308396,588899,1242552,32,21,8,5,2,1,11,13,3,3,1,36349,44744,48136,1590742,1527895,76571920,Minnesota,1974,4
2706300,27,144817.00,189704,374372,498916,1011037,2876432,99929,143537,249827,370886,803770,88777,112877,219282,290466,574011,1746496,32,21,8,6,2,1,11,13,3,3,2,34239,41973,45297,1626252,1526636,73663880,Minnesota,1975,4
2706400,27,154719.00,202235,407753,539955,1126057,3612322,107202,150856,275551,393429,849805,95334,124335,226509,303387,605677,1982861,34,22,9,6,2,1,12,13,3,3,2,33625,42077,45734,1662085,1571267,76014104,Minnesota,1976,4
2706500,27,153163.00,200802,396494,544732,1126859,3359260,105524,151880,248256,399200,878814,94320,123675,226085,308064,627542,1838928,32,21,8,6,2,1,11,13,3,3,2,35478,43719,47247,1699788,1624695,80309064,Minnesota,1977,4
2706600,27,157454.00,201665,401398,544304,1111062,3221021,113243,151732,258492,402615,876622,97938,116781,227149,311204,623253,1853155,33,21,8,6,2,1,12,13,3,3,2,35868,44457,48027,1739416,1690622,83538344,Minnesota,1978,3
2706700,27,162837.00,213701,452913,639521,1544256,6049035,111973,153898,266305,413337,1043725,100016,116589,231755,327717,692106,2642881,34,22,9,7,3,1,12,13,3,3,2,35499,44145,48233,1785278,1728264,86109448,Minnesota,1979,3
2706800,27,158381.00,208648,435720,610076,1367957,4738742,108113,151880,261363,420606,993425,97906,116745,227619,319241,687082,2402793,34,22,9,7,3,1,12,13,3,4,2,34226,42712,46642,1820934,1738205,84931256,Minnesota,1980,3
2706900,27,145529.00,194190,401603,555968,1200159,3839394,96867,142337,247238,394921,906910,85955,114937,217338,305414,640078,2148371,33,22,9,6,3,1,11,13,3,4,2,33561,41153,44758,1885102,1742787,84372976,Minnesota,1981,3
2707000,27,157349.00,222152,438860,645760,1610775,5955619,92546,167976,231960,404506,1128015,79936,113171,197990,292704,742362,3027635,34,24,9,7,3,1,10,14,2,3,2,34110,42470,46434,1814417,1682506,84250832,Minnesota,1982,2
2707100,27,162009.00,219294,449595,617058,1311052,3721689,104724,161719,282132,443560,1043204,92414,125571,248970,344422,754094,2243121,33,23,9,6,3,1,11,13,3,4,2,36119,44659,48708,1814417,1730923,84759016,Minnesota,1983,2
2707200,27,160912.00,215078,422969,565345,1095755,2115137,106747,163105,280592,432743,982490,94587,127741,248629,338922,718296,2124334,32,22,8,6,2,0,11,13,3,3,2,37512,46083,49852,1842623,1779381,91858472,Minnesota,1984,2
2707300,27,167625.00,225284,451367,604728,1175168,2264387,109965,168764,298005,462118,1054144,97267,131685,263594,360595,766947,2320152,33,22,9,6,2,0,11,13,3,4,2,37504,46467,50516,1880270,1807019,94984304,Minnesota,1985,2
2707400,27,196023.00,274620,619051,881436,2021322,6018874,117427,188512,356665,596465,1577150,102878,144168,312478,456172,1117417,3493310,37,26,12,8,4,1,11,14,3,4,3,37465,47606,53321,1944791,1824501,103697496,Minnesota,1986,2
2707500,27,180212.00,242023,479989,644620,1278436,3405075,118401,182531,315358,486166,1042143,103541,139055,275779,370368,734529,1956394,35,23,9,6,2,1,11,14,3,4,2,37348,47308,51635,1958922,1949801,101148176,Minnesota,1987,2
2707600,27,198182.00,272459,570523,784348,1642410,4728134,123906,197942,356698,569832,1299552,107175,147343,308534,424169,888202,2556936,38,26,11,7,3,1,12,15,3,4,2,36224,47186,52420,2005520,1954919,105128824,Minnesota,1988,2
2707700,27,196111.00,268528,557066,762773,1582384,4494873,123693,196394,351359,557870,1258774,107193,146776,304489,416927,864923,2456873,38,26,11,7,3,1,12,15,3,4,2,36188,47080,52180,2064524,1994366,107727128,Minnesota,1989,2
2707800,27,191097.00,269902,643335,960702,2437568,9235847,112292,176544,325967,591486,1682204,95905,135455,271153,404917,1027387,3892725,36,26,12,9,5,2,11,13,3,4,3,37203,46625,52592,2060070,2024807,108343344,Minnesota,1990,2
2707900,27,190497.00,266798,628187,930427,2316263,8540576,114197,176451,325947,583968,1624673,97921,137141,272194,403155,1003639,3700638,37,26,12,9,4,2,11,14,3,5,3,36385,45974,51796,2051022,2047848,106235488,Minnesota,1991,2
2708000,27,206539.00,295746,753674,1155809,3119418,12911111,117331,181264,351539,664906,2031452,99562,142565,288740,442802,1195080,4946376,40,28,14,11,6,2,11,14,3,5,4,34996,45064,52150,2111643,2065246,110121920,Minnesota,1992,2
2708100,27,200307.00,282148,687584,1026433,2602302,9848947,118467,180789,348734,632466,1797119,100769,130307,290138,433122,1098088,4155939,40,28,14,10,5,2,12,15,3,5,3,33150,43424,49866,2182994,2060951,108856376,Minnesota,1993,2
2708200,27,204933.00,289153,707885,1061262,2717413,10431535,120713,184470,354509,647224,1860288,103789,133972,294344,441280,1129920,4337509,39,28,14,10,5,2,12,14,3,5,3,34913,45289,51915,2199663,2103026,114194672,Minnesota,1994,2
2708300,27,218564.00,312569,785542,1187144,3096737,12207857,124559,194326,383939,709745,2084390,108270,141483,317567,479920,1251902,4935207,41,29,15,11,6,2,12,14,4,5,3,35668,46568,53958,2212276,2148792,119369664,Minnesota,1995,2
2708400,27,240885.00,352153,936811,1451246,4009714,17162262,129617,205988,422377,811629,2548319,114361,151182,345251,534840,1477735,6324960,42,30,16,13,7,3,11,14,4,6,4,37531,48988,57866,2212410,2187821,128023384,Minnesota,1996,2
2708500,27,252674.00,368904,964028,1488713,4062832,16730193,136444,220122,439343,845184,2655348,122171,163702,374495,552568,1565523,6446611,40,30,15,12,7,3,11,14,4,5,4,41323,53351,62458,2184507,2240064,136440096,Minnesota,1997,1
2708600,27,276167.00,408461,1108764,1751080,5074777,23322360,143872,233386,466448,920155,3047268,120227,177820,377764,596605,1713470,7874666,41,30,17,13,8,3,11,14,3,5,4,43727,56448,66971,2221113,2298213,148750832,Minnesota,1998,1
2708700,27,290984.00,430017,1156281,1804934,5039801,21690930,151950,248451,507629,996217,3189675,128467,171575,413424,645347,1845249,7941813,41,30,16,13,7,3,11,14,4,6,4,46201,59713,70679,2221520,2340604,157014576,Minnesota,1999,1
2708800,27,302338.00,450029,1228898,1923955,5411479,23622179,154646,255312,533841,1052074,3388068,132370,177491,434157,679714,1948111,8503891,42,32,17,13,8,3,11,14,4,6,4,45700,59671,71363,2295286,2386078,163799536,Minnesota,2000,1
2708900,27,265050.00,382433,978149,1498097,4033651,16603060,147666,233503,458201,864209,2637050,126831,165277,376582,576760,1555014,6400649,41,30,15,12,6,3,11,14,4,5,4,42256,55306,64535,2401571,2384900,154985152,Minnesota,2001,1
2709000,27,250473.00,352793,887925,1321344,3325618,12455714,148153,219010,454506,820275,2311163,123044,150467,378703,563558,1418389,5312409,41,29,15,11,5,2,12,14,4,5,3,39758,52475,60830,2479128,2380987,150804992,Minnesota,2002,1
2709100,27,259033.00,368879,951881,1431829,3694787,14341560,149187,223129,471932,866090,2511812,124328,151607,391216,588472,1518532,5894281,41,29,15,11,6,2,12,14,4,6,4,40870,53704,62686,2463331,2383813,154416688,Minnesota,2003,1
2709200,27,275394.00,400200,1060163,1612835,4272537,17218650,150588,235209,507490,947910,2834080,127543,157954,418432,636565,1686314,6795973,42,30,16,12,6,3,11,14,4,6,4,42948,56153,66193,2492770,2407792,165003584,Minnesota,2004,1
2709300,27,290501.00,429673,1175484,1813245,4960617,20934119,151330,243220,537723,1026402,3185784,129667,160990,440432,679389,1858649,7843617,43,32,17,13,7,3,11,14,4,6,4,42674,56264,67456,2510562,2445599,169353296,Minnesota,2005,1
2709400,27,295298.00,438437,1186173,1820976,4926575,20461716,152160,251503,551371,1044576,3200448,132796,167309,452647,694890,1879996,7808253,44,32,18,13,7,3,11,15,4,6,4,42279,56282,67581,2545173,2559718,172006128,Minnesota,2006,1
2709500,27,307119.00,459717,1249640,1922320,5225409,21850204,154522,262236,576961,1096547,3378209,137162,174079,473195,727915,1978678,8273903,44,33,18,14,7,3,11,15,4,6,4,43592,58028,69944,2573002,2734017,179966848,Minnesota,2007,1
2709600,27,274966.00,401948,1052769,1593771,4174349,16551777,147984,239243,511766,948626,2799079,130243,161480,422944,640288,1677020,6649580,44,32,17,13,7,3,12,15,4,6,4,39548,53093,63090,2640380,2569679,166581856,Minnesota,2008,1
2709700,27,251728.00,356766,886966,1312954,3264171,12012656,146689,224216,460977,825149,2292117,126840,154884,385062,569998,1417087,5215101,44,31,16,11,6,2,13,16,4,6,4,35483,48725,57107,2654679,2541797,151601248,Minnesota,2009,1
2709800,27,269853.00,392174,1037650,1616953,4647781,21473899,147533,230805,458347,859245,2778213,129074,160022,373598,582172,1558563,7200945,46,33,18,14,8,4,12,16,4,6,4,35676,49209,59094,2693836,2561055,159188416,Minnesota,2010,1
2709900,27,268411.00,389116,998178,1524376,4195661,18170194,147707,236850,471979,856555,2642936,129590,166692,388441,593210,1524875,6603791,45,33,17,13,7,3,12,16,4,6,4,36536,50244,59724,2697991,2601604,161134224,Minnesota,2011,1
2710000,27,297592.00,445166,1223558,1921188,5622149,26213610,150018,250568,525928,995948,3334209,133537,173443,427124,670656,1863042,8686548,47,35,19,15,9,4,12,16,4,6,5,37870,52128,63842,2742746,2619920,175102896,Minnesota,2012,1
2710100,27,276368.00,408232,1037158,1575564,4289660,18136721,144503,251001,498752,897040,2751098,120827,178478,411510,625132,1603750,6780669,44,33,17,13,7,3,12,16,4,6,4,39048,52938,62780,2731238,2653420,171467904,Minnesota,2013,1
2710200,27,292366.00,437507,1156716,1792518,5174242,23753539,147225,257705,520915,947086,3109876,122346,183083,425727,659732,1749507,8031509,46,34,18,14,8,4,11,16,4,6,4,38652,52986,64024,2799998,2687780,179266432,Minnesota,2014,1
2710300,27,300790.00,449401,1185581,1823002,5185165,23134209,152178,265356,548160,982461,3190827,126557,189086,443118,638977,1817441,8108724,44,33,17,13,8,3,11,16,4,6,4,42153,56728,68016,2799998,2725190,190445648,Minnesota,2015,1
2800500,28,23712.00,39777,122993,188097,470320,1404508,7648,18973,57890,117541,366521,6006,10108,45725,75620,221293,845350,26,21,13,10,5,2,4,8,3,5,4,7678,8133,9282,695007,15382,6450808,Mississippi,1917,17
2800600,28,24050.00,39858,113017,158651,359126,960904,8242,21568,67383,108532,292262,6549,10879,56809,77495,183314,572855,27,22,13,9,4,1,5,10,4,5,3,7241,7870,8922,686500,19949,6124691,Mississippi,1918,14
2800700,28,27283.00,46708,135804,200858,472686,1290107,7858,24434,70751,132901,381861,6143,10554,59895,87186,244836,797133,30,26,15,11,5,1,4,11,4,6,4,6967,7717,8998,687037,23804,6182201,Mississippi,1919,13
2800800,28,20272.00,32455,77907,109757,256611,753301,8088,21092,46058,73043,201423,6535,10486,39946,54708,121151,445266,35,28,14,10,4,1,7,15,4,5,3,4135,5020,5749,691590,28022,3975661,Mississippi,1920,11
2800900,28,17833.00,27941,66688,89824,190104,519861,7726,18254,43552,64754,153465,6310,9901,37949,49949,101014,307944,37,29,14,9,4,1,8,15,4,5,3,3412,4229,4854,703857,25614,3416323,Mississippi,1921,12
2801000,28,22239.00,35826,89399,126004,296554,895003,8653,22432,52795,83367,230060,6972,11255,46076,62231,141524,500921,40,32,16,11,5,2,8,16,5,6,4,3755,4757,5603,712347,26897,3991503,Mississippi,1922,13
2801100,28,22838.00,36998,93092,131762,321415,1032987,8679,22974,54422,84348,242352,6973,11322,47932,64380,147715,561648,36,29,15,10,5,2,7,15,4,5,3,4466,5427,6304,723234,27851,4558924,Mississippi,1923,13
2801200,28,22370.00,36379,92029,129244,308869,1050514,8362,22466,54815,84338,226464,6705,10931,47663,65206,146321,493582,35,29,15,10,5,2,7,14,4,5,3,4559,5475,6340,735707,27213,4664633,Mississippi,1924,13
2801300,28,19720.00,34041,106389,151156,337908,849687,5398,15954,61622,104469,281044,4203,7281,49314,69122,186472,576390,30,26,16,11,5,1,4,10,5,6,4,5200,5644,6652,745207,16985,4957076,Mississippi,1925,12
2801400,28,17728.00,30020,90566,126137,274468,727020,5437,14883,54995,89055,224185,4274,7258,44885,65545,148984,438111,26,22,13,9,4,1,4,9,4,5,3,5494,5870,6717,753611,17196,5062151,Mississippi,1926,12
2801500,28,17894.00,30373,93437,133019,299361,854812,5415,14607,53855,91434,237644,4252,7238,44250,65501,153598,474473,26,22,14,10,4,1,4,8,4,5,3,5678,6026,6900,762342,16964,5260012,Mississippi,1927,13
2801600,28,17896.00,30588,95590,134933,303948,874854,5204,14338,56246,92679,240515,4073,6982,46218,65825,153677,469563,24,21,13,9,4,1,4,8,4,5,3,6164,6446,7338,769899,16140,5649186,Mississippi,1928,13
2801700,28,17601.00,30152,94751,133099,292536,781259,5050,14002,56403,93240,238233,3947,6783,46455,66437,155222,470250,23,20,12,9,4,1,3,7,4,5,3,6536,6763,7643,775955,16420,5930296,Mississippi,1929,13
2801800,28,13149.00,21901,68969,95365,199544,538682,4397,10134,42572,69321,161862,3486,5817,31123,52958,108042,329007,25,21,13,9,4,1,4,8,4,5,3,4383,4616,5260,782217,13783,4114081,Mississippi,1930,13
